sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id
CRL-R0267,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-SMTCA112
B01R0009,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-526
B01R0009,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-526
B01R0007,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-297
B01R0007,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-297
CRL-R0258,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1114
CRL-R0258,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1114
Oncotest-R0059,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-BR5
Oncotest-R0059,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-BR5
B01R0014,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-644
B01R0014,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-644
B01R0034,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-650
B01R0034,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-650
Oncotest-R0076,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-97
Oncotest-R0076,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-97
CRL-R0161,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2958
CRL-R0161,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2958
A01R0024,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2025
A01R0024,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2025
CRL-R0215,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-TH-005
CRL-R0215,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-TH-005
Oncotest-R0102,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2227
Oncotest-R0102,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2227
EP01R0010,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2232
EP01R0010,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2232
B01R0035,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2226
B01R0035,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2226
CRL-R0201,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2540
CRL-R0201,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2540
CRL-R0225,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-4119
CRL-R0225,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-4119
Oncotest-R0122,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-3104
Oncotest-R0122,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-3104
MAYO1-R-GBM115,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2622
MAYO1-R-GBM115,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2622
CRL-R0195,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2178
CRL-R0195,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2178
B01R0036,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1129
B01R0036,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1129
CRL-R0235,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-4086
CRL-R0235,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-4086
A01R0016,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-533
A01R0016,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-533
CRL-R0210,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2395
CRL-R0210,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2395
Oncotest-R0052,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-251
Oncotest-R0052,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-251
Oncotest-R0128,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2356
Oncotest-R0128,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2356
Oncotest-R0029,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1887
Oncotest-R0029,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1887
CRL-R0223,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2424
CRL-R0223,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2424
CRL-R0203,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2140
CRL-R0203,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2140
Oncotest-R0126,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-SMTCA62
Oncotest-R0126,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-SMTCA62
Oncotest-R0062,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-899
Oncotest-R0062,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-899
CRL-R0217,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-3100
CRL-R0217,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-3100
Oncotest-R0096,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2237
Oncotest-R0096,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2237
Oncotest-R0150,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-OV109
Oncotest-R0150,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-OV109
CRL-R0213,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-TH-001
CRL-R0213,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-TH-001
CRL-R0255,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2035
CRL-R0255,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2035
Oncotest-R0099,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2141
Oncotest-R0099,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2141
Oncotest-R0016,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2155
Oncotest-R0016,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2155
Oncotest-R0057,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-SMTCA88
Oncotest-R0057,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-SMTCA88
Oncotest-R0046,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2196
Oncotest-R0046,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2196
CRL-R0153,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2431
CRL-R0153,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2431
CRL-R0196,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2357
CRL-R0196,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2357
C01R0010,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-508
C01R0010,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-508
CRL-R0253,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-520
CRL-R0253,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-520
B01R0030,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1674
B01R0030,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1674
Oncotest-R0027,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-736
Oncotest-R0027,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-736
Oncotest-R0124,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-SMTCA75
Oncotest-R0124,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-SMTCA75
CRL-R0216,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2779
CRL-R0216,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2779
EP01R0002,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1066
EP01R0002,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1066
B01R0027,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1072
B01R0027,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1072
A01R0008,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1729
A01R0008,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1729
EP01R0009,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2220
EP01R0009,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2220
EP01R0011,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2234
EP01R0011,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2234
A01R0034,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2036
A01R0034,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2036
CRL-R0250,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2988
CRL-R0250,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2988
Oncotest-R0003,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2156
Oncotest-R0003,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2156
B01R0016,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-737
B01R0016,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-737
Oncotest-R0054,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2426
Oncotest-R0054,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2426
Oncotest-R0080,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-535
Oncotest-R0080,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-535
A01R0030,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-504
A01R0030,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-504
CRL-R0236,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-4099
CRL-R0236,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-4099
CRL-R0252,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-276
CRL-R0252,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-276
B01R0031,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-538
B01R0031,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-538
CRL-R0194,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2359
CRL-R0194,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2359
Oncotest-R0130,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2403
Oncotest-R0130,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2403
Oncotest-R0125,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2417
Oncotest-R0125,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2417
B01R0006,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-289
B01R0006,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-289
EP01R0007,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2198
EP01R0007,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2198
Oncotest-R0085,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1320
Oncotest-R0085,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1320
Oncotest-R0048,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2601
Oncotest-R0048,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2601
MAYO1-R-GBM123,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2615
MAYO1-R-GBM123,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2615
A01R0018,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1297
A01R0018,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1297
CRL-R0204,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2775
CRL-R0204,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2775
B01R0021,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-470
B01R0021,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-470
Oncotest-R0118,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2211
Oncotest-R0118,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2211
CRL-R0248,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-4113
CRL-R0248,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-4113
Oncotest-R0018,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2204
Oncotest-R0018,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2204
CRL-R0251,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2990
CRL-R0251,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2990
Oncotest-R0127,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-SMTCA3
Oncotest-R0127,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-SMTCA3
A01R0011,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-883
A01R0011,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-883
Oncotest-R0013,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2172
Oncotest-R0013,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2172
MAYO1-R-GBM155,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2600
MAYO1-R-GBM155,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2600
Oncotest-R0078,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-908
Oncotest-R0078,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-908
Oncotest-R0092,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1335
Oncotest-R0092,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1335
C01R0009,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-713
C01R0009,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-713
CRL-R0261,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2827
CRL-R0261,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2827
Oncotest-R0146,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1876
Oncotest-R0146,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1876
B01R0005,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1647
B01R0005,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1647
B01R0028,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1121
B01R0028,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1121
Oncotest-R0105,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2366
Oncotest-R0105,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2366
Oncotest-R0149,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-OV55
Oncotest-R0149,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-OV55
CRL-R0209,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-2825
CRL-R0209,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-2825
Oncotest-R0088,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-739
Oncotest-R0088,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-739
A01R0012,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1096
A01R0012,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,expression_ILLUMINA,CRL-1096
Oncotest-R0030,mutation_RNA_sequencing,mut,CRL,mutation,RNA sequencing,rna sequencing,mutation_RNA_sequencing,CRL-1900
