model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
HCM-BROD-0794-C16,BROD,3-D: Organoid,,44,Stomach cancer Signet ring cell carcinoma,Metastatic,Stomach,Female,Asian,Organoid
HCM-BROD-1117-C56,BROD,3-D: Organoid,,66,Ovarian cancer Carcinosarcoma (malignant mixed Mullerian tumor),Metastatic,Ovary,Female,White,Organoid
HCM-BROD-1104-C85,BROD,Cell Line,,65,Rare cancers Non-Hodgkin lymphoma,Primary,Bone marrow,Male,White,Cell Line
HCM-BROD-1122-C49,BROD,Cell Line,,34,Rare cancers Clear cell sarcoma,Primary,"Connective, subcutaneous and other soft tissues",Female,White,Cell Line
HCM-BROD-1129-C56,BROD,3-D: Organoid,,64,Ovarian cancer High grade serous carcinoma,Metastatic,Ovary,Female,White,Organoid
HCM-BROD-0791-C43-B,BROD,Cell Line,,66,Melanoma Melanoma (NOS),Metastatic,Skin,Male,White,Cell Line
HCM-BROD-1103-C86,BROD,Cell Line,,52,Rare cancers Angioimmunoblastic T-cell lymphoma,Recurrent,Lymph nodes,Male,Asian,Cell Line
HCM-BROD-1128-C15,BROD,3-D: Organoid,,56,Esophageal cancer Esophagus adenocarcinoma (NOS),Metastatic,Esophagus,Male,White,Organoid
HCM-BROD-0958-C56,BROD,3-D: Organoid,,66,Ovarian cancer Endometrioid carcinoma,Metastatic,Ovary,Female,Asian,Organoid
HCM-BROD-0965-C50,BROD,3-D: Organoid,,53,Breast cancer Carcinoma,Metastatic,Breast,Female,White,Organoid
HCM-BROD-0924-C34,BROD,3-D: Organoid,,57,Lung cancer Small cell carcinoma,Metastatic,Bronchus and lung,Male,White,Organoid
HCM-BROD-0959-C18,BROD,3-D: Organoid,,69,Colorectal cancer Adenocarcinoma,Metastatic,Colon,Female,White,Organoid
HCM-BROD-1127-C15,BROD,3-D: Organoid,,46,Esophageal cancer Esophagus adenocarcinoma (NOS),Metastatic,Esophagus,Male,White,Organoid
HCM-BROD-0960-C16,BROD,3-D: Organoid,,64,Stomach cancer Adenocarcinoma (NOS),Metastatic,Stomach,Male,White,Organoid
HCM-BROD-1130-C06,BROD,Cell Line,,76,Head and neck cancer: Lip and oral cavity Squamous cell carcinoma,Primary,Mouth,Female,White,Cell Line
HCM-BROD-0871-C49,BROD,Cell Line,,69,Uterine sarcoma Leiomyosarcoma,Metastatic,Uterus,Female,White,Cell Line
HCM-BROD-1131-C06,BROD,Cell Line,,76,"Head and neck cancer: Lip and oral cavity Squamous cell carcinoma, keratinizing",Primary,Mouth,Male,White,Cell Line
HCM-BROD-0783-C71,BROD,"3-D: Other (e.g. neurosphere, air-liquid interface, etc.)",,50,Glioblastoma NOS,Primary,Brain,Male,Black or African American,Other
HCM-BROD-0579-C16-A,BROD,3-D: Organoid,,37,Stomach cancer Tubular (intestinal) adenocarcinoma,Metastatic,Stomach,Female,White,Organoid
HCM-BROD-0132-C25,BROD,3-D: Organoid,,74,Pancreatic cancer Signet ring cell carcinoma,Metastatic,Pancreas,Female,White,Organoid
HCM-BROD-0489-C15,BROD,3-D: Organoid,,65,Esophageal cancer Esophagus adenocarcinoma (NOS),Metastatic,Esophagus,Male,Not provided,Organoid
HCM-BROD-0577-C15-B,BROD,3-D: Organoid,,63,Esophageal cancer Esophagus adenocarcinoma (NOS),Metastatic,Skin,Male,White,Organoid
HCM-BROD-0122-C25,BROD,3-D: Organoid,,71,Pancreatic cancer Adenocarcinoma ductal type,Primary,Pancreas,Female,White,Organoid
HCM-BROD-0230-C25,BROD,3-D: Organoid,,84,Pancreatic cancer Adenocarcinoma ductal type,Metastatic,Pancreas,Male,White,Organoid
HCM-BROD-0019-C25,BROD,3-D: Organoid,,80,Pancreatic cancer Adenocarcinoma ductal type,Primary,Pancreas,Male,White,Organoid
HCM-BROD-0204-C25,BROD,3-D: Organoid,,75,Pancreatic cancer Adenocarcinoma (NOS),Primary,Pancreas,Male,White,Organoid
HCM-BROD-0594-C43,BROD,Cell Line,,78,Melanoma,Metastatic,Skin,Male,White,Cell Line
HCM-BROD-0111-C25,BROD,3-D: Organoid,,69,Pancreatic cancer Adenocarcinoma ductal type,Metastatic,Pancreas,Male,White,Organoid
ALL-02,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,Mixed or Unknown,PDX
ALL-03,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-04,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome positive Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-07,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-08,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,African,PDX
ALL-10,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-102,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-105,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-115,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-106,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,South Asian Or Hispanic,PDX
ALL-107,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,Mixed or Unknown,PDX
ALL-108,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-11,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,European,PDX
ALL-116,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-117,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-118,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-121,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-46,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-122,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,South Asian Or Hispanic,PDX
ALL-123,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-58,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-16,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Female,European,PDX
ALL-17,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,Not collected,PDX
ALL-19,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-25,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-61,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-26,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-27,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-28,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-29,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-30,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,East Asian,PDX
ALL-31,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-32,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-90,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-33,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-39,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,Mixed or Unknown,PDX
ALL-42,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-43,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-47,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-50,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-51,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-52,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-53,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-54,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,Mixed or Unknown,PDX
ALL-55,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome positive Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-56,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome positive Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-57,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-59,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,European,PDX
ALL-60,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-63,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,European,PDX
ALL-75,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
ALL-80,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-81,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ALL-82,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,European,PDX
ALL-83,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,European,PDX
ALL-84,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-85,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-87,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-88,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-91,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-93,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-94,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,East Asian,PDX
ALL-95,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,recurrent,Not provided,Male,European,PDX
ALL-97,CCIA,PDX,PMID: 31693904,Not collected,T-cell Lymphoblastic Leukemia,recurrent,Not provided,Male,Mixed or Unknown,PDX
ETP-1,CCIA,PDX,PMID: 31693904,Not collected,Early T-cell precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ETP-2,CCIA,PDX,PMID: 31693904,Not collected,Early T-cell precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ETP-3,CCIA,PDX,PMID: 31693904,Not collected,Early T-cell precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,African,PDX
ETP-4,CCIA,PDX,PMID: 31693904,Not collected,Early T-cell precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ETP-5,CCIA,PDX,PMID: 31693904,Not collected,Early T-cell precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
ETP-6,CCIA,PDX,PMID: 31693904,Not collected,Early T-cell precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,African,PDX
MLL-1,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Female,Mixed or Unknown,PDX
MLL-14,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
MLL-2,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
MLL-3,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
MLL-5,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
MLL-6,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
MLL-7,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Male,Mixed or Unknown,PDX
MLL-8,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
MLL-86,CCIA,PDX,PMID: 31693904,Not collected,Mixed Lineage Lukemia Acute Lymphoblastic Leukemia,recurrent,Not provided,Female,South Asian Or Hispanic,PDX
PAKHZT,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,South Asian Or Hispanic,PDX
PAKRSL,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Female,South Asian Or Hispanic,PDX
PAKSWW,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,South Asian Or Hispanic,PDX
PAKVKK,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,South Asian Or Hispanic,PDX
PAKYEP,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,Mixed or Unknown,PDX
PALJDL,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
PALKTY,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Female,South Asian Or Hispanic,PDX
PALLSD,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,European,PDX
PALNTB,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Female,European,PDX
PALTWS,CCIA,PDX,PMID: 31693904,Not collected,B-cell Precursor Acute Lymphoblastic Leukemia,Primary,Not provided,Male,South Asian Or Hispanic,PDX
PAMDRM,CCIA,PDX,PMID: 31693904,Not collected,Philadelphia chromosome negative like Acute Lymphoblastic Leukemia,Primary,Not provided,Male,Mixed or Unknown,PDX
MPT-S1,CDH,PDX,PMID: 35365682,51,malignant phyllodes tumour,primary,breast,female,East Asian,PDX
SFT-S1_CL,CDH,Cell line,PMID: 37610680,39,solitary fibrous tumour,primary,nose,female,East Asian,Cell Line
MDFSP-S1,CDH,PDX,PMID: 37610680,47,dermatofibrosarcoma protuberans,primary,skin,female,East Asian,PDX
MPT-S1_CL,CDH,Cell line,PMID: 35365682,51,malignant phyllodes tumour,primary,breast,female,East Asian,Cell Line
MDFSP-S1_CL,CDH,Cell line,PMID: 37610680,47,dermatofibrosarcoma protuberans,primary,skin,female,East Asian,Cell Line
CHLA-258,CHOP,PDX,PMID: 31693904,Not collected,Ewing Sarcoma,recurrent,Not provided,Female,South Asian Or Hispanic,PDX
CHLA-79,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Female,European,PDX
COG-N-415x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Female,European,PDX
COG-N-421x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,European,PDX
COG-N-424x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Adrenal gland,Male,European,PDX
COG-N-426x-Felix-PDX,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Male,European,PDX
COG-N-440x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Female,European,PDX
COG-N-452x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,European,PDX
COG-N-453x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,European,PDX
COG-N-471x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Female,South Asian Or Hispanic,PDX
COG-N-480x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Adrenal gland,Male,European,PDX
COG-N-496x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Not provided,Female,European,PDX
COG-N-519x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,European,PDX
COG-N-549x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Abdominal wall,Male,European,PDX
COG-N-557x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Abdominal wall,Male,Mixed or Unkown,PDX
COG-N-560x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Abdominal wall,Female,European,PDX
COG-N-561x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Retroperitoneum,Female,European,PDX
COG-N-564x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Female,European,PDX
COG-N-589x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Retroperitoneum,Female,African,PDX
COG-N-590x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Cortex of adrenal gland,Male,European,PDX
COG-N-603x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Adrenal gland,Male,European,PDX
COG-N-623x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,European,PDX
COG-N-618x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,South Asian Or Hispanic,PDX
COG-N-619x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,South Asian Or Hispanic,PDX
COG-N-620x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Abdominal wall,Male,African,PDX
COG-N-624x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Posterior mediastinum,Female,European,PDX
COG-N-625x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal gland,Male,European,PDX
COG-N-628x,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Kidney,Female,East Asian,PDX
NB-1382,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Female,European,PDX
NB-1643,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Retroperitoneal mass,Male,European,PDX
NB-1691,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Male,European,PDX
NB-1771,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Not provided,Male,European,PDX
NB-EBc1,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Adrenal mass,Male,European,PDX
NB-Fly-623m,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Male,European,PDX
NB-SD,CHOP,PDX,PMID: 31693904,Not collected,Neuroblastoma,recurrent,Not provided,Male,African,PDX
SIDM01774,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 22460905,PMID: 22490663,PMID: 11115575,PMID: 26216984,PMID: 31068700,PMID: 7622937,PMID: 30894373,PMID: 25485619",Not provided,Pancreatic Carcinoma,Metastatic,Pancreas,Not provided,Not provided,Cell Line
SIDM00192,CMP,Cell Line,"PMID: 26589293,PMID: 10674020,PMID: 19956504,PMID: 10362137,PMID: 31068700,PMID: 25926053,PMID: 30894373",45,Rectal Adenocarcinoma,Primary,Large Intestine,Female,East Asian,Cell Line
SIDM01447,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 19956504,PMID: 11776963,PMID: 31068700,PMID: 30894373",61,Glioblastoma,Primary,Central Nervous System,Male,Not provided,Cell Line
SIDM01554,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 10232421,PMID: 16704740,PMID: 31068700,PMID: 31395879,PMID: 30894373",71,Pleural Epithelioid Mesothelioma,Not provided,Lung,Male,White,Cell Line
SIDM01689,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 30285677,PMID: 30629668,PMID: 31068700,PMID: 15843827,PMID: 30894373,PMID: 11516110",26,B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01460,CMP,Cell Line,"PMID: 26589293,PMID: 11213978,PMID: 22460905,PMID: 11213969,PMID: 31395879,PMID: 31068700,PMID: 30894373",42,Astrocytoma,Primary,Central Nervous System,Female,East Asian,Cell Line
SIDM00497,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 10674020,PMID: 19956504,PMID: 10362137,PMID: 31068700,PMID: 25926053,PMID: 30894373",52,Rectal Adenocarcinoma,Metastatic,Large Intestine,Male,East Asian,Cell Line
SIDM01435,CMP,Cell Line,"PMID: 26589293,PMID: 11819450,PMID: 22460905,PMID: 19956504,PMID: 8824565,PMID: 31063779,PMID: 31068700,PMID: 31378681,PMID: 30894373",54,Hepatocellular Carcinoma,Primary,Liver,Female,East Asian,Cell Line
SIDM01587,CMP,Cell Line,"PMID: 7483139,PMID: 26589293,PMID: 22460905,PMID: 24035680,PMID: 31978347,PMID: 31068700,PMID: 29732388,PMID: 30894373,PMID: 24367658",75,Bladder Carcinoma,Metastatic,Bladder,Male,East Asian,Cell Line
